,Country,Order ID,Total Cost,Total Profit
5682,Fiji,549129140,4206259.8,1387160.1
5683,Vanuatu,895452964,384823.46,291106.74
5684,Qatar,249889886,620597.25,430862.25
5685,Libya,746863734,77281.49,38069.46
5686,Italy,541110837,2033511.44,318947.2
5687,Panama,557680022,797092.38,553397.58
5688,Central African Republic,441932618,765548.07,579112.83
5689,Republic of the Congo,809542453,229158.24,75572.88
5690,Republic of the Congo,996495854,147768.32,302793.12
5691,Tajikistan,409091651,259565.35,127863.9
5692,Somalia,773941171,511170.24,289264.44
5693,Guinea-Bissau,287968242,160762.03,79192.62
5694,Cyprus,368409192,3399640.18,533218.4
5695,Seychelles ,702812850,795762.45,601969.05
5696,United Arab Emirates,599040544,296181.76,606908.16
5697,Madagascar,335266101,55336.96,113391.36
5698,Haiti,709975850,759575.46,574594.74
5699,United Arab Emirates,791968619,316914.51,156114.54
5700,Egypt,170355737,143956.26,86561.58
5701,Iran,304561030,2746590.72,660540.0
5702,Tuvalu,474320828,466357.12,153797.44
5703,Cote d'Ivoire,929683959,1506614.92,496858.54
5704,Iceland,641011750,1351243.92,812509.36
5705,Denmark,448978030,167584.41,126772.29
5706,Sierra Leone,814569127,2903297.09,455369.2
5707,Benin,469083869,601037.84,198213.08
5708,Andorra,464133584,225648.64,462378.24
5709,Trinidad and Tobago,121642100,1436465.15,948460.85
5710,Saint Lucia,183845746,282283.68,159740.58
5711,Serbia,563293349,1574272.5,946617.5
5712,Armenia,792846238,548338.92,242480.56
5713,Belize,475678241,1315147.18,433715.41
5714,Equatorial Guinea,635275685,37524.48,76891.68
5715,Dominica,565437400,692998.74,416703.42
5716,Malawi,980274713,140707.84,288325.44
5717,Romania,864211452,801736.32,453691.92
5718,Greenland,621983945,3882624.04,1280429.98
5719,Ireland,728641021,355712.0,728892.0
5720,Somalia,379544007,2289350.56,550576.25
5721,The Gambia,640366733,1211751.42,728631.86
5722,Portugal,397095525,4143442.3,1366443.85
5723,Albania,406029212,108919.74,48165.32
5724,Bangladesh,143779122,225505.28,462084.48
5725,Senegal,957269084,550035.57,381873.37
5726,Zimbabwe,213735425,251681.43,123980.22
5727,Botswana,750726974,2838848.46,936208.77
5728,Spain,526105058,589414.63,445873.47
5729,Algeria,268043506,1416446.7,851716.1
5730,Belgium,325028645,200141.76,113257.56
5731,Solomon Islands,215859305,44426.4,15472.2
5732,Thailand,879646813,334069.65,147728.7
5733,Malaysia,625814998,9826.4,3422.2
5734,India,984100186,3133486.24,753586.25
5735,Grenada,854551208,3481695.43,546088.4
5736,Belgium,557529389,2200107.36,529113.75
5737,Bhutan,483708560,815369.31,566086.71
5738,Spain,644075047,582505.14,440646.66
5739,Nauru,219927680,172371.22,56845.39
5740,Malta,712877786,509903.52,288547.62
5741,Greece,994849193,3590201.44,863423.75
5742,Tajikistan,458078229,139303.78,68622.12
5743,Moldova ,365113723,656650.98,394847.34
5744,Togo,698817002,1141535.55,753726.45
5745,The Bahamas,612361896,12472.32,25557.12
5746,Bosnia and Herzegovina,679234731,2503214.98,1652808.22
5747,Montenegro,643234336,221813.76,454520.16
5748,Vietnam,768472039,3573927.68,859510.0
5749,Tuvalu,489371669,272412.69,120463.42
5750,Poland,660669553,662491.27,501153.63
5751,Kosovo,407414519,297318.3,178778.9
5752,United States of America,274967896,1269939.72,763620.76
5753,Laos,879003512,647384.08,489725.52
5754,Samoa ,655507695,794038.56,449335.86
5755,Cape Verde,810779273,1029693.78,619159.74
5756,Canada,371429574,497390.4,299083.2
5757,Kuwait,234382426,2852969.87,447475.6
5758,Albania,916874158,1152324.22,380018.89
5759,Ethiopia,306453597,618809.24,468109.56
5760,Spain,410982072,271774.72,556895.52
5761,Kenya,608633410,1116896.52,671595.16
5762,Gabon,797893941,331588.32,187641.42
5763,Palau,947562491,332167.29,230613.89
5764,Rwanda,646750390,3499908.32,841708.75
5765,Qatar,454881465,266686.31,131371.74
5766,Namibia,551692044,2476609.79,388445.2
5767,Ethiopia,287230956,805482.58,609322.02
5768,Tuvalu,431859529,1497294.38,988624.82
5769,Federated States of Micronesia,926251590,662334.12,459838.92
5770,Tanzania,431393468,246976.51,121662.54
5771,Sweden,378583991,98830.99,15501.2
5772,Estonia,919434487,68867.84,23984.32
5773,Finland,475868785,3283304.07,514971.6
5774,Greece,690123212,149943.57,104101.37
5775,Saint Kitts and Nevis ,574746596,891088.8,504255.3
5776,Armenia,562600266,151829.04,74792.16
5777,Mauritius ,256858050,317542.4,650678.4
5778,Saint Lucia,681006276,364912.8,206499.3
5779,The Bahamas,228843772,60979.04,21236.92
5780,Syria,514481866,2872581.12,690840.0
5781,Lesotho,522344386,570372.78,376602.42
5782,Uzbekistan,657167661,912915.36,516606.66
5783,Botswana,494000518,731100.12,439613.96
5784,Jamaica,128204286,233720.08,115132.32
5785,Saint Lucia,625452792,675143.7,405967.1
5786,Turkey,871732366,348625.62,242040.42
5787,Ireland,723341834,12303.76,4284.98
5788,Namibia,556892526,324662.43,143568.74
5789,Malawi,819308269,137852.82,21621.6
5790,Latvia,677825391,87843.84,180001.44
5791,Nepal,269992721,39450.92,13739.41
5792,United Arab Emirates,253671586,211957.76,434324.16
5793,Botswana,457035815,575772.96,325822.26
5794,Samoa ,328571736,140354.89,92672.71
5795,Oman,287078177,151580.31,105237.71
5796,Denmark,371666467,1175031.18,184298.4
5797,Trinidad and Tobago,691760432,558219.27,387555.07
5798,Kosovo,977096402,107895.26,53150.04
5799,Azerbaijan,127723205,1819438.41,285370.8
5800,Norway,264002168,780246.79,515176.81
5801,Algeria,876607120,747396.02,565381.38
5802,South Korea,176524388,742945.84,562014.96
5803,Cyprus,945052802,258063.4,170392.6
5804,Brunei,183803689,71898.42,43232.86
5805,Cuba,364700877,1023147.04,246061.25
5806,Hungary,879980695,748955.16,450350.28
5807,Taiwan,292191970,2599601.92,625190.0
5808,Monaco,384196031,116875.78,88412.82
5809,Finland,309166705,2973317.57,466351.6
5810,Ethiopia,640590322,366959.04,207657.24
5811,Marshall Islands,222265708,125637.39,55558.02
5812,Taiwan,218304193,4983689.18,1643544.41
5813,Nigeria,963129603,111959.83,17560.4
5814,Dominica,611478269,863610.72,488705.82
5815,Morocco,988399016,289873.92,593982.72
5816,Romania,839253175,295000.09,223158.21
5817,Serbia,779714572,1871458.96,617178.52
5818,Belgium,145769536,1395649.0,921511.0
5819,Denmark,143716895,54515.76,18985.98
5820,Swaziland,700167977,2162310.24,520023.75
5821,Burkina Faso,912046611,25707.8,8953.15
5822,Austria,396589124,982552.9,743270.1
5823,Central African Republic,641344344,47734.16,16624.18
5824,Madagascar,954173600,4304.34,2588.22
5825,Namibia,713250720,2039711.17,319919.6
5826,New Zealand,717062032,335680.8,189957.3
5827,Djibouti,934406363,73652.04,44287.32
5828,Dominica,954395043,176657.03,87022.62
5829,Finland,436451900,264705.57,117055.26
5830,Democratic Republic of the Congo,460313260,327439.26,144796.68
5831,Niger,376027953,139130.88,285094.08
5832,Botswana,953957307,341210.07,150886.26
5833,Nicaragua,334775149,3146402.94,1037635.53
5834,Solomon Islands,779467809,39725.67,17567.06
5835,Lithuania,119334113,140031.57,61923.26
5836,Poland,305985391,1073215.44,645329.52
5837,Myanmar,661345469,664716.36,502836.84
5838,Vietnam,127650678,562274.34,338098.22
5839,Senegal,417449843,150057.6,84915.6
5840,France,163604295,1094434.69,171657.2
5841,Turkmenistan,769287860,1311707.76,788736.08
5842,Haiti,557986867,1120508.48,847629.12
5843,Dominican Republic,623500144,3217763.62,1061169.19
5844,Ethiopia,779939019,989.56,344.63
5845,Bahrain,911727321,4638444.2,1529687.9
5846,Malawi,523601377,1089659.54,719474.06
5847,Cambodia,990610015,215685.96,149744.36
5848,Malaysia,608114564,196531.56,86908.08
5849,Dominican Republic,441788852,1051740.02,694436.78
5850,Sri Lanka,277619206,17625.24,6138.27
5851,United States of America,871904456,557326.49,421599.81
5852,Republic of the Congo,801255929,469794.3,207747.4
5853,Mauritius ,512597453,248979.28,122649.12
5854,Marshall Islands,973165357,3942.4,8078.4
5855,Costa Rica,520508468,1039585.47,786413.43
5856,Myanmar,712488114,562223.07,248620.26
5857,Tunisia ,477278125,192583.82,94868.28
5858,Comoros,163364827,76625.92,157014.72
5859,Ukraine,189547049,2210.13,977.34
5860,Grenada,594936120,1846331.96,608892.02
5861,Belgium,588955867,225773.28,99839.04
5862,Mauritius ,801342618,1437972.67,225539.6
5863,Guinea-Bissau,132145202,127482.88,261226.08
5864,Angola,701724946,1279783.8,845008.2
5865,Hungary,200755679,810635.42,613219.98
5866,Botswana,440223729,76290.27,52966.07
5867,Gabon,601427924,462157.92,261529.02
5868,Benin,385979592,60854.48,21193.54
5869,Seychelles ,465802562,10427.28,4611.04
5870,Burundi,233133161,56314.96,19612.58
5871,Seychelles ,950520217,1420432.2,854112.6
5872,India,800825059,206977.38,136661.82
5873,Israel,737221515,826008.12,573472.92
5874,Tunisia ,433195912,578926.08,190920.96
5875,Switzerland,532547080,77637.9,34332.2
5876,Afghanistan,399386346,1619479.5,1069300.5
5877,Gabon,368137538,506233.11,223860.98
5878,Kenya,393536984,186152.96,381447.36
5879,Nepal,500633513,266542.08,546173.28
5880,Montenegro,334788453,18004.14,12499.74
5881,New Zealand,511675631,1839861.05,288574.0
5882,Burundi,367281377,2802163.04,924110.48
5883,India,207904517,1217151.88,401398.06
5884,Bosnia and Herzegovina,860156381,965220.62,730158.78
5885,Pakistan,520960795,18898.52,6581.71
5886,Greece,607554090,3824831.94,1261371.03
5887,Republic of the Congo,807485091,822657.98,271300.01
5888,Algeria,428615128,2937676.16,706495.0
5889,Kiribati,649118030,1923625.65,1270120.35
5890,Qatar,467480123,1054085.04,633826.32
5891,Barbados,752500236,38683.68,21890.58
5892,Italy,193289697,3804730.34,1254741.83
5893,United Kingdom,249272334,2140786.88,514847.5
5894,Burundi,200184476,282777.6,579441.6
5895,Solomon Islands,296074950,1463136.28,229486.4
5896,Luxembourg,407305085,1110319.91,839921.79
5897,Hungary,474548709,57871.96,20154.83
5898,Turkmenistan,958792150,614504.94,426632.54
5899,Hungary,591334235,759642.24,429871.44
5900,Saint Kitts and Nevis ,423786294,210990.23,103935.42
5901,Togo,678072154,173986.67,85707.18
5902,Tonga,296428143,831163.2,470344.2
5903,Uzbekistan,991403090,1125505.2,676771.6
5904,Russia,495858323,1146012.16,756682.24
5905,Switzerland,212967669,262941.49,41241.2
5906,Saint Vincent and the Grenadines,266217458,482658.39,213436.02
5907,Cameroon,849406516,647330.67,449422.47
5908,Croatia,876646173,721802.34,501125.94
5909,Guatemala,232360255,856378.74,594558.34
5910,Vatican City,221285092,1020658.74,336597.63
5911,Monaco,418469512,104366.57,51411.78
5912,Cuba,919274842,1422116.64,342011.25
5913,El Salvador,989374911,389719.59,172337.62
5914,China,414756047,398818.98,276888.18
5915,Guinea-Bissau,851717078,101300.15,76630.35
5916,Benin,876869332,142499.84,291997.44
5917,Tanzania,937136638,4415438.56,1061888.75
5918,United States of America,199755322,28420.26,14000.04
5919,Tajikistan,602274215,606512.69,458807.61
5920,Solomon Islands,102554643,399693.51,176748.18
5921,Tanzania,328770434,64577.44,22490.12
5922,Switzerland,729407918,2504326.23,392792.4
5923,South Sudan,823265922,244869.12,147240.96
5924,Kiribati,649455773,1155954.42,695080.86
5925,Bhutan,317401301,580045.83,438786.27
5926,Bulgaria,456838834,692704.74,480924.34
5927,Norway,867817199,614710.39,465008.91
5928,Fiji,970697724,898661.19,623913.79
5929,Saint Kitts and Nevis ,256154239,4055.12,1412.26
5930,Germany,535173070,4250985.86,1401910.07
5931,Tunisia ,989053046,819140.2,270139.9
5932,Ireland,419405496,9354.24,19167.84
5933,Lebanon,398154246,246144.48,148007.84
5934,South Korea,317535626,168555.52,345388.32
5935,Botswana,540098464,583957.92,330454.02
5936,Burundi,148704087,1348988.31,211582.8
5937,Nepal,996526324,1647849.44,396298.75
5938,Mauritania,957051503,59566.08,122057.28
5939,Uzbekistan,674078452,355461.12,201150.72
5940,Syria,411718499,197406.72,404507.52
5941,Cote d'Ivoire,504395473,66648.96,37715.76
5942,Indonesia,906845700,453096.0,256401.0
5943,Japan,744118010,315038.9,155190.6
5944,Serbia,561573731,97537.44,55195.14
5945,Spain,974886691,4982395.36,1198238.75
5946,Turkmenistan,420043218,816278.61,566718.01
5947,Liberia,103342139,8183.7,5681.7
5948,Lesotho,851394784,535043.04,302773.74
5949,Namibia,861124980,2558130.08,615216.25
5950,Sweden,649769055,5227551.68,1257197.5
5951,Liberia,804875838,65753.84,22899.82
5952,Costa Rica,634306657,683911.8,411239.4
5953,Sri Lanka,416235339,250732.51,189671.19
5954,The Bahamas,949148213,263969.79,183266.39
5955,Portugal,401844108,109866.24,54120.96
5956,Tunisia ,163434350,1362385.94,449294.03
5957,The Gambia,793342769,2410600.9,378092.0
5958,Chad,671305692,823432.91,543691.49
5959,Jordan,947371947,2650202.23,415672.4
5960,Oman,591902863,591071.04,334479.24
5961,Iran,445572268,420542.01,318126.69
5962,France,969366490,540215.13,375055.33
5963,Latvia,894584357,43222.32,15052.86
5964,Swaziland,372837197,1541113.14,926678.62
5965,Guinea,526048839,818106.24,462955.44
5966,Swaziland,296455609,211657.82,104264.28
5967,San Marino,496606338,2995421.76,720382.5
5968,Angola,659362351,1033729.97,781983.93
5969,Federated States of Micronesia,387897479,1669248.87,1102161.93
5970,Eritrea,705698049,155364.7,102583.3
5971,Sao Tome and Principe,906562888,252533.47,166741.33
5972,Marshall Islands,804603326,502039.53,222006.54
5973,Sri Lanka,284243190,719154.23,474838.97
5974,Croatia,650218808,277245.57,192483.37
5975,Zambia,577579009,262312.96,537507.36
5976,Afghanistan,161685121,1850801.75,290290.0
5977,Botswana,468210971,337979.46,255670.74
5978,Bangladesh,383142888,4698749.0,1549575.5
5979,Laos,662779700,8820.21,6123.61
5980,Burkina Faso,783732736,734164.04,484749.56
5981,India,292925822,556942.95,367735.05
5982,Oman,157595288,33236.76,11575.23
5983,Djibouti,515289962,31866.6,11098.05
5984,Kiribati,223871171,261954.56,536772.96
5985,El Salvador,911512744,2880559.28,949964.36
5986,Hungary,226701009,2478336.16,596026.25
5987,Bosnia and Herzegovina,388234794,348973.86,154319.48
5988,Denmark,535225427,223959.84,99037.12
5989,Kenya,777096736,324280.32,664485.12
5990,Seychelles ,843585050,401637.81,278845.21
5991,Kuwait,534739196,33167.64,10938.18
5992,Albania,170920503,4035396.2,1330811.9
5993,Solomon Islands,142802798,417997.92,184842.56
5994,Philippines,461372411,63691.68,22181.64
5995,Mali,307928168,825673.22,272294.39
5996,Azerbaijan,284081399,2548155.84,612817.5
5997,Guatemala,161755931,2198716.01,344858.8
5998,Slovenia,233188092,2306149.28,554616.25
5999,United States of America,860926711,222208.0,455328.0
6000,Liechtenstein,227833116,1552272.54,933388.82
6001,Laos,187081134,160812.8,53033.6
6002,Montenegro,412157094,168423.42,82966.68
6003,Namibia,646859824,62632.92,21812.91
6004,Lithuania,255300652,452849.97,200254.46
6005,Ghana,471903407,38475.2,13399.6
6006,Georgia,351404416,1904139.23,1257253.97
6007,Kazakhstan,818852508,500933.37,347783.17
6008,Cuba,619609010,1797921.7,281996.0
6009,Singapore,369347751,400203.54,176973.72
6010,Saint Kitts and Nevis ,304055058,38080.76,13262.23
6011,Haiti,730029761,232783.72,153701.08
6012,Denmark,673883187,571485.6,323396.1
6013,Spain,132539165,4981.76,10208.16
6014,Chad,523234021,493658.97,342732.77
6015,Fiji,633516585,78275.22,47067.26
6016,Kyrgyzstan,671248185,595260.96,336850.26
6017,France,914602649,12062.33,9124.77
6018,Nauru,362066304,226060.8,127924.8
6019,Luxembourg,782437980,1129057.51,854096.19
6020,Iran,864829003,34944.0,71604.0
6021,Kyrgyzstan,268663203,81249.28,166488.48
6022,Lesotho,973676908,53365.76,109352.16
6023,Portugal,529918944,1832260.84,604251.58
6024,Myanmar,607750642,562716.0,318433.5
6025,Kazakhstan,247845828,309753.06,186255.98
6026,Jamaica,811190831,3007963.12,471785.6
6027,Serbia,129084479,762078.24,431249.94
6028,Kuwait,153138101,40288.24,14031.02
6029,Chad,205275523,708462.48,426001.84
6030,Senegal,127733075,2082940.3,1375311.7
6031,Sudan,733059585,237662.04,117074.16
6032,Zambia,654116380,1692685.24,1117636.36
6033,Netherlands,394077289,810172.44,487160.52
6034,Uganda,976428639,922722.96,554837.68
6035,Malaysia,794969260,2086890.25,1377919.75
6036,Panama,563810479,463115.1,278473.3
6037,Burkina Faso,167376124,2414736.1,1594387.9
6038,Bahrain,910402524,49775.56,17335.13
6039,Netherlands,567938506,2251379.2,742470.4
6040,Kenya,135345399,20285.44,41567.04
6041,Malawi,678297030,196731.36,111327.66
6042,Kazakhstan,182779729,871064.18,658932.42
6043,Malta,305092322,87915.52,180148.32
6044,Gabon,521846139,169308.16,346930.56
6045,Qatar,379965007,2355223.52,1555093.28
6046,Nauru,846685254,65838.08,134909.28
6047,Liechtenstein,259555709,405587.19,179354.42
6048,Nauru,176437699,181961.03,120144.17
6049,Greece,425505053,477928.08,331811.28
6050,Belarus,455244100,2078733.0,326040.0
6051,Liberia,684453666,2049968.8,493006.25
6052,Lesotho,252245080,26150.68,9107.39
6053,Haiti,168042171,355150.89,157051.02
6054,San Marino,161581265,1583483.98,248362.4
6055,Vanuatu,932911193,4203879.68,1011010.0
6056,Benin,102393281,64369.84,22417.82
6057,Ireland,760701358,1919939.03,1267686.17
6058,Zambia,218821752,490057.08,294673.64
6059,Moldova ,358053290,465763.2,263569.2
6060,Vanuatu,880007302,233781.03,162307.23
6061,Malaysia,656607615,25188.8,8772.4
6062,Tuvalu,880090558,49886.28,17373.69
6063,Slovakia,113004958,303054.07,149286.78
6064,Israel,138212144,4472606.0,1474997.0
6065,Philippines,108885943,73193.75,55368.75
6066,Turkmenistan,598512685,187224.87,129984.67
6067,Cuba,450891196,738595.2,417961.2
6068,Nicaragua,830132806,1808641.46,596462.27
6069,Seychelles ,270661342,113204.19,55765.26
6070,Equatorial Guinea,527213132,1475457.44,486583.28
6071,Taiwan,724837005,412366.08,233352.48
6072,Ethiopia,508894288,180314.19,125186.79
6073,Guinea,495058810,246626.82,121490.28
6074,Morocco,919316899,35672.6,12423.55
6075,Spain,287967383,1264773.99,835097.61
6076,Kiribati,327621591,1492808.88,897633.04
6077,Qatar,135203349,775632.9,538498.9
6078,Papua New Guinea,227948987,1468241.94,230287.2
6079,Uzbekistan,293407332,734129.1,441435.3
6080,Guatemala,539439713,102701.76,58117.56
6081,Saint Lucia,344219958,108206.7,75124.7
6082,Lithuania,506234395,1773122.78,278106.4
6083,Monaco,994281852,3263975.5,511940.0
6084,Bahrain,497473657,276965.15,209515.35
6085,Malta,475233638,276233.17,182389.63
6086,Kiribati,207298123,168649.92,74578.56
6087,Madagascar,843715941,502332.42,302054.86
6088,Cambodia,454848420,273711.9,134832.6
6089,Samoa ,781369388,900588.6,594635.4
6090,New Zealand,484265172,358676.64,202970.34
6091,Panama,994834601,1266903.34,417805.33
6092,Barbados,664689004,2563959.08,845554.46
6093,Chad,615752208,328893.81,228341.21
6094,Swaziland,690260541,129660.96,57337.28
6095,Georgia,800762832,1191522.34,392945.83
6096,Pakistan,480120408,2608627.57,409151.6
6097,Brunei,231507098,1107969.0,666227.0
6098,Tajikistan,178409230,655375.62,394080.46
6099,Georgia,514625632,728894.88,506050.08
6100,Kosovo,154267632,4250.25,1879.5
6101,Bulgaria,781759059,4584475.68,1102541.25
6102,Malaysia,101836240,405638.73,281622.93
6103,North Korea,389548003,464399.04,262797.24
6104,San Marino,840255677,2417896.06,1596474.34
6105,Bangladesh,719633090,153323.52,314176.32
6106,Afghanistan,713666570,310087.68,635402.88
6107,Nigeria,678654944,721438.62,500873.42
6108,Swaziland,991209542,3568491.65,559702.0
6109,Slovenia,298254191,61574.16,21444.18
6110,Ethiopia,467025220,727921.24,114171.2
6111,Uzbekistan,735071456,746277.22,492747.58
6112,India,860254228,257976.32,528621.12
6113,Jordan,670747363,2081623.65,1374442.35
6114,Armenia,515037190,955399.2,540647.7
6115,Finland,811922538,2507733.92,603096.25
6116,Bulgaria,700514733,1772474.23,1170318.97
6117,Sweden,290237605,374702.04,165696.72
6118,Azerbaijan,210827481,234991.68,115758.72
6119,Sierra Leone,262333190,825189.75,572904.75
6120,Turkmenistan,765116059,589694.58,354586.14
6121,Nigeria,309849917,10522.49,5183.46
6122,Guinea-Bissau,707521092,10999.98,6614.34
6123,Sri Lanka,239428412,7217.56,2513.63
6124,Togo,407183206,310435.02,215525.82
6125,Grenada,982709300,1152068.75,760681.25
6126,United States of America,458243024,21791.08,7589.09
6127,Serbia,996333205,41457.72,14438.31
6128,India,779841172,67323.96,29771.28
6129,Jordan,761940753,145367.04,297872.64
6130,Sudan,616118276,309912.48,186351.84
6131,Latvia,986172568,4639951.82,1530185.09
6132,Zimbabwe,336214959,227327.52,128641.62
6133,China,800669276,167946.24,344139.84
6134,Iraq,534271848,160673.31,111550.71
6135,Syria,462071502,344553.6,152364.8
6136,Samoa ,229429566,196590.66,136487.06
6137,Spain,452019870,828911.84,199348.75
6138,Rwanda,465828740,2892356.39,453653.2
6139,Netherlands,577155005,167947.71,116601.11
6140,Grenada,712609994,544488.84,378022.44
6141,China,869117534,5504.17,4163.73
6142,Belarus,663913953,559987.68,316889.58
6143,Liechtenstein,684548079,215950.84,163359.96
6144,Oman,238881242,1454388.66,874530.78
6145,Bhutan,505087268,193607.68,396722.88
6146,East Timor,481652486,277703.84,66786.25
6147,Ukraine,137375724,162080.24,122608.56
6148,Oman,861368310,389832.93,172387.74
6149,Sao Tome and Principe,513054072,288032.64,162993.84
6150,Vietnam,172169339,430011.96,190155.28
6151,Kuwait,988762938,2108272.89,330673.2
6152,Bhutan,133196198,31624.4,11013.7
6153,Papua New Guinea,246142947,4211754.08,1012903.75
6154,Germany,888589513,1174860.48,282547.5
6155,Sao Tome and Principe,791834723,173878.84,57342.58
6156,Bangladesh,107489907,682611.51,473916.91
6157,Ghana,857478892,576260.16,326097.96
6158,Solomon Islands,184038007,67753.72,23596.31
6159,Sudan,699716079,196995.68,64966.16
6160,El Salvador,137374436,159898.26,96147.58
6161,Saint Kitts and Nevis ,800186908,13445.56,4682.63
6162,Lithuania,111639821,38468.28,13397.19
6163,Central African Republic,965532004,44119.04,90404.64
6164,Libya,475974786,33735.03,23421.23
6165,Bangladesh,327391993,138462.24,78353.94
6166,North Korea,924519956,275132.85,121666.3
6167,Comoros,942407500,2153249.41,1421734.99
6168,Saudi Arabia,476415956,33080.32,67785.12
6169,United Arab Emirates,592219150,307154.98,151306.92
6170,Croatia,175803411,169499.97,74954.46
6171,Cyprus,883467566,1722178.2,1137109.8
6172,Myanmar,391822946,4184981.12,1006465.0
6173,Mauritius ,947793376,112036.59,49543.62
6174,Guatemala,818615186,2771788.8,666600.0
6175,Fiji,141837203,159314.4,90153.9
6176,Egypt,475320756,2490468.01,390618.8
6177,Mongolia,747239673,968791.07,639667.73
6178,Denmark,406080281,639601.62,444056.42
6179,Nauru,770641410,497165.91,219851.38
6180,Swaziland,980034387,19431.36,6767.28
6181,Romania,243683040,7892.64,4466.34
6182,Togo,991323697,1300484.54,203975.2
6183,Liberia,323005187,1191806.92,186929.6
6184,Saint Vincent and the Grenadines,359088838,38847.38,19136.52
6185,Greece,590248477,632970.24,358189.44
6186,Comoros,127470433,22133.79,16743.51
6187,Senegal,852053534,41899.2,23710.2
6188,Sierra Leone,665609109,418281.27,184967.86
6189,Jordan,240060985,748808.55,519875.55
6190,Iran,767645490,807423.66,126640.8
6191,United States of America,810911452,543130.56,307350.36
6192,Fiji,352720201,3316764.0,1093818.0
6193,France,346245563,34625.37,15311.66
6194,Central African Republic,464973866,177587.2,363895.2
6195,Albania,452703940,227303.37,100515.66
6196,United Arab Emirates,573547112,29001.72,10100.31
6197,Syria,261927211,320302.08,656333.28
6198,Burundi,372580564,980377.59,647318.01
6199,Montenegro,930555999,384383.26,60288.8
6200,United Arab Emirates,681214845,309758.22,136977.96
6201,Austria,240230929,2244888.25,1482241.75
6202,United States of America,743590581,610897.44,367335.52
6203,Poland,697592628,72217.6,147981.6
6204,Estonia,928848397,559013.28,316338.18
6205,South Sudan,534281718,747360.96,449391.68
6206,Burundi,931128919,54012.42,37499.22
6207,Cote d'Ivoire,906938827,1159111.68,278760.0
6208,Swaziland,669572770,28824.81,20012.21
6209,Moldova ,497204577,1437340.48,345672.5
6210,Sweden,288320577,3399275.49,533161.2
6211,Angola,911719596,676623.36,382892.16
6212,Denmark,156512963,31271.48,10890.79
6213,Finland,382124507,4014289.52,1323851.24
6214,Luxembourg,868290555,2676025.5,882512.25
6215,Trinidad and Tobago,965059936,10629.12,3701.76
6216,Kyrgyzstan,542793977,130995.2,268423.2
6217,China,442166507,916665.0,551195.0
6218,Mozambique,224163854,1032516.93,681744.27
6219,Thailand,420084846,126282.24,71461.44
6220,Slovenia,281540811,799733.21,528043.19
6221,Sudan,930455577,75767.79,33505.22
6222,Turkmenistan,409065473,66796.98,40165.34
6223,San Marino,429919326,55086.08,112877.28
6224,Indonesia,525878465,452169.93,199953.74
6225,Czech Republic,300116717,30654.94,10109.53
6226,Gabon,776120412,7480.44,3307.92
6227,Sri Lanka,347688376,688521.96,478020.36
6228,Myanmar,628931939,344806.56,239388.96
6229,Gabon,604274928,2638167.46,413784.8
6230,Myanmar,678453671,980562.03,741764.07
6231,Montenegro,426516997,2368471.02,781085.49
6232,South Korea,843826234,328062.63,145072.34
6233,Cuba,296055209,56536.4,19689.7
6234,Mexico,369190251,228153.16,75241.42
6235,Seychelles ,919530189,968733.92,732816.48
6236,France,523686349,526067.61,232631.98
6237,Libya,528582561,958076.91,724754.79
6238,Vatican City,101455152,615961.41,96610.8
6239,Liberia,279852950,127662.08,261593.28
6240,Iceland,821637284,3495918.34,548319.2
6241,Japan,654981982,1353871.84,325598.75
6242,Netherlands,128373372,1177794.96,708213.68
6243,Nicaragua,560610282,187402.05,92315.7
6244,Greenland,190804040,733026.9,114972.0
6245,Serbia,928378474,46197.92,16089.16
6246,Central African Republic,703069913,19832.72,6907.06
6247,Lesotho,214927184,57002.4,32256.9
6248,Somalia,684311616,297955.98,179162.34
6249,Nauru,701897037,183936.94,90608.76
6250,Chad,278669774,1802712.64,433542.5
6251,Angola,395928657,166779.81,73751.58
6252,Tanzania,755285012,713245.08,428877.64
6253,Rwanda,228662669,295817.4,130813.2
6254,Seychelles ,908297955,429125.76,242836.56
6255,Botswana,456739699,3020362.58,473730.4
6256,Uganda,656849229,163337.02,80461.08
6257,Belize,661800372,16547.64,7317.52
6258,Costa Rica,145079457,39065.6,80049.6
6259,Morocco,650485312,68597.76,140564.16
6260,Botswana,642129266,328796.16,673738.56
6261,Canada,454435145,1006418.46,605164.18
6262,Turkey,942139279,60923.68,21217.64
6263,Central African Republic,330290496,4599246.08,1516760.96
6264,Haiti,964250123,60210.26,29660.04
6265,Uzbekistan,759691989,1006677.56,761519.64
6266,Bosnia and Herzegovina,852602422,161962.86,71621.48
6267,Canada,649280250,36738.28,12794.69
6268,Thailand,976336801,487985.37,215791.66
6269,Madagascar,930695903,287505.05,217488.45
6270,Turkmenistan,129593884,1365432.3,821040.9
6271,Taiwan,960579574,181107.63,89215.02
6272,Jamaica,931514298,147378.44,72599.76
6273,Zimbabwe,320571887,842656.0,556384.0
6274,Afghanistan,826238667,44334.08,90845.28
6275,Sierra Leone,617313468,548392.32,310327.92
6276,Sweden,182907617,618692.13,468020.97
6277,Tanzania,982444941,3088108.3,1018410.85
6278,Ethiopia,495661771,724676.68,548194.92
6279,Iraq,772606933,109281.95,72156.05
6280,Iraq,783641755,2138542.16,335420.8
6281,Vietnam,469440066,3317769.08,1094149.46
